data,ano,mes,trimestre,semestre,uf,regiao,governo,preco_medio_imovel,variacao_preco_anual,tx_ocupacao_%,inadimplencia_aluguel_%,vendas_totais_10k_hab,rotacao_imoveis,perc_vista_%,perc_financiamento_%,perc_mcmv_%,perc_imovel_usado_%,perc_terreno_zero_%,indice_aluguel_yoy_%,qualidade_vida_score,indice_crise,saude_mercado,abandono_violencia_por_10k,abandono_desastre_por_10k,abandono_vontade_por_10k,abandono_total_por_10k,aumento_moradores_por_10k,invasao_terrenos_por_10k,pessoas_alugam_proprio_10k,pessoas_vendem_proprio_10k
2016-03-01,2016,3,1,1,SC,Sul,Dilma,411400.0,-3.9682539682539653,90.8,7.2,22.9,24.0,22.3,39.7,7.1,76.8,10.6,5.6,7.07,0.19000000000000006,0.0,37.7,0.0,30.4,68.1,0.0,3.0,1.1,0.9
2016-04-01,2016,4,2,1,SC,Sul,Dilma,396700.0,-4.2250120714630635,89.7,7.4,22.6,23.700000000000003,22.1,39.9,7.5,74.4,11.2,5.0,7.19,0.1995,0.0,59.4,0.0,30.4,89.8,0.0,2.0,1.1,1.0
2016-05-01,2016,5,2,1,SC,Sul,Dilma,419800.0,0.33460803059273125,90.0,7.1,22.4,23.7,24.4,37.6,7.7,75.7,11.0,5.0,7.24,0.19199999999999998,0.0,31.3,0.0,30.4,61.7,0.0,3.0,1.3,1.0
2016-06-01,2016,6,2,1,SC,Sul,Dilma,428900.0,0.49203373945641005,90.2,7.2,22.9,24.2,24.4,37.6,6.8,77.1,12.2,6.0,7.19,0.193,0.0,37.3,0.0,30.4,67.69999999999999,0.0,2.0,1.3,0.9
2016-07-01,2016,7,3,2,SC,Sul,Dilma,413100.0,-4.661897069005305,90.3,6.7,20.2,21.5,24.8,37.2,8.0,76.7,10.4,5.1,7.22,0.1825,0.0,42.2,0.0,30.5,72.7,0.0,3.4,1.3,0.9
2016-08-01,2016,8,3,2,SC,Sul,Dilma,393100.0,-5.708803070280643,90.8,6.7,21.5,22.7,23.8,38.2,6.8,77.8,11.8,4.5,7.16,0.18000000000000005,0.0,40.3,0.0,30.5,70.8,0.0,3.2,1.2,1.0
2016-09-01,2016,9,3,2,SC,Sul,Temer,390700.0,-7.219187841367846,90.3,6.7,24.5,26.1,22.2,39.8,7.3,76.1,9.9,6.2,7.22,0.1825,0.0,50.3,0.0,30.5,80.8,0.0,3.6,1.6,0.8
2016-10-01,2016,10,4,2,SC,Sul,Temer,399800.0,-7.131242740998833,90.8,6.7,23.4,24.599999999999998,22.0,40.0,7.0,73.5,10.7,5.1,7.18,0.18000000000000005,0.0,48.0,0.0,30.5,78.5,0.0,2.5,1.2,0.9
2016-11-01,2016,11,4,2,SC,Sul,Temer,407200.0,-3.6896877956480556,90.3,6.2,23.0,24.1,22.8,39.2,6.7,75.1,11.3,4.6,7.09,0.1725,0.0,34.1,0.0,30.6,64.7,0.0,4.2,1.1,0.8
2016-12-01,2016,12,4,2,SC,Sul,Temer,430800.0,-2.0909090909090877,91.0,7.3,23.3,24.5,26.5,35.5,7.0,74.8,11.2,4.3,7.14,0.19099999999999998,0.0,61.5,0.0,30.6,92.1,0.0,2.5,1.2,0.9
2017-01-01,2017,1,1,1,SC,Sul,Temer,426400.0,2.082834570265746,90.5,6.5,21.9,23.299999999999997,22.2,39.8,6.7,75.5,10.4,4.7,6.93,0.1775,0.0,44.0,0.0,30.6,74.6,0.0,2.9,1.4,1.0
2017-02-01,2017,2,1,1,SC,Sul,Temer,419800.0,0.1909307875894939,90.1,6.4,21.7,23.0,25.5,36.5,6.7,77.1,11.3,5.7,7.27,0.17750000000000005,0.0,63.6,0.0,30.6,94.2,0.0,2.0,1.3,0.9
2017-03-01,2017,3,1,1,SC,Sul,Temer,412500.0,0.2673796791443861,90.9,7.2,24.1,25.3,20.6,41.4,5.1,76.9,10.6,4.9,7.23,0.1895,0.0,29.3,0.0,30.7,60.0,0.0,3.7,1.2,0.9
2017-04-01,2017,4,2,1,SC,Sul,Temer,415000.0,4.6130577262414985,90.8,6.7,24.8,26.1,23.3,38.7,7.8,74.6,11.1,5.2,7.1,0.18000000000000005,0.0,36.8,0.0,30.7,67.5,0.0,2.1,1.3,1.0
2017-05-01,2017,5,2,1,SC,Sul,Temer,404500.0,-3.644592663172941,88.6,7.2,22.1,23.200000000000003,22.0,40.0,7.5,76.0,10.3,5.5,7.15,0.20100000000000007,0.0,37.9,0.0,30.7,68.6,0.0,3.8,1.1,0.9
2017-06-01,2017,6,2,1,SC,Sul,Temer,402800.0,-6.0853345768244305,90.8,5.9,22.7,23.9,22.0,40.0,7.2,75.9,11.6,4.7,7.23,0.16400000000000003,0.0,46.7,0.0,30.7,77.4,0.0,2.9,1.2,1.0
2017-07-01,2017,7,3,2,SC,Sul,Temer,410500.0,-0.6293875574921337,90.2,7.1,23.0,24.0,26.0,36.0,7.5,76.5,10.8,5.1,7.25,0.19099999999999998,0.0,34.3,0.0,30.8,65.1,0.0,3.4,1.0,0.9
2017-08-01,2017,8,3,2,SC,Sul,Temer,409100.0,4.070211142203006,90.7,6.6,21.8,23.1,23.2,38.8,6.6,74.2,9.9,4.8,7.11,0.1785,0.0,48.2,0.0,30.8,79.0,0.0,3.1,1.3,1.0
2017-09-01,2017,9,3,2,SC,Sul,Temer,426700.0,9.214230867673411,91.0,6.8,21.3,22.5,25.9,36.1,7.0,75.4,10.9,6.3,7.09,0.181,0.0,53.1,0.0,30.8,83.9,0.0,3.1,1.2,0.9
2017-10-01,2017,10,4,2,SC,Sul,Temer,424400.0,6.153076538269131,91.4,7.0,22.2,23.4,24.9,37.1,7.0,75.4,11.3,5.8,7.15,0.183,0.0,50.1,0.0,30.8,80.9,0.0,4.0,1.2,1.1
2017-11-01,2017,11,4,2,SC,Sul,Temer,430500.0,5.7220039292730895,88.9,7.3,22.1,23.5,21.9,40.1,7.4,73.4,12.3,5.7,7.24,0.20149999999999998,0.0,51.2,0.0,30.9,82.1,0.0,3.8,1.4,1.0
2017-12-01,2017,12,4,2,SC,Sul,Temer,424100.0,-1.5552460538532986,90.2,7.8,22.8,24.0,23.4,38.6,8.9,73.9,11.3,7.2,7.09,0.205,0.0,46.3,0.0,30.9,77.19999999999999,0.0,4.3,1.2,1.0
2018-01-01,2018,1,1,1,SC,Sul,Temer,425300.0,-0.2579737335834942,90.2,6.8,22.7,23.9,23.3,38.7,7.1,76.4,11.4,5.5,7.01,0.185,0.0,50.5,0.0,30.9,81.4,0.0,4.2,1.2,1.0
2018-02-01,2018,2,1,1,SC,Sul,Temer,430400.0,2.52501191043355,91.1,6.8,22.1,23.400000000000002,20.3,41.7,7.6,77.3,12.3,4.1,7.1,0.18050000000000005,0.0,38.0,0.0,31.0,69.0,0.0,4.5,1.3,0.8
2018-03-01,2018,3,1,1,SC,Sul,Temer,409000.0,-0.848484848484854,89.3,7.2,24.1,25.400000000000002,22.6,39.4,7.9,75.5,10.7,3.6,7.08,0.1975,0.0,41.7,0.0,31.0,72.7,0.0,4.7,1.3,0.9
2018-04-01,2018,4,2,1,SC,Sul,Temer,414000.0,-0.24096385542168308,91.8,6.5,23.3,24.400000000000002,22.0,40.0,8.1,75.0,11.2,5.7,7.12,0.17100000000000004,0.0,46.6,0.0,31.0,77.6,0.0,4.4,1.1,1.0
2018-05-01,2018,5,2,1,SC,Sul,Temer,411800.0,1.8046971569839254,91.2,6.6,22.1,23.400000000000002,20.5,41.5,6.9,76.1,10.1,4.5,7.26,0.176,0.0,50.9,0.0,31.0,81.9,0.0,2.8,1.3,0.9
2018-06-01,2018,6,2,1,SC,Sul,Temer,411400.0,2.1350546176762686,90.2,6.5,22.8,24.0,23.3,38.7,8.1,75.8,10.9,6.0,7.14,0.179,0.0,39.6,0.0,31.0,70.6,0.0,4.7,1.2,0.8
2018-07-01,2018,7,3,2,SC,Sul,Temer,431800.0,5.188794153471377,90.9,7.3,24.2,25.3,23.7,38.3,6.5,77.0,11.0,5.4,7.16,0.19149999999999998,0.0,54.1,0.0,31.1,85.2,0.0,1.7,1.1,1.1
2018-08-01,2018,8,3,2,SC,Sul,Temer,408100.0,-0.24443901246639088,91.9,7.7,21.7,22.8,24.1,37.9,6.4,77.0,10.4,4.4,7.1,0.19449999999999998,0.0,52.6,0.0,31.1,83.7,0.0,3.0,1.1,1.0
2018-09-01,2018,9,3,2,SC,Sul,Temer,411100.0,-3.655964377782983,90.6,7.4,23.5,24.5,19.6,42.4,7.8,75.4,10.8,4.1,7.09,0.19500000000000006,0.0,70.1,0.0,31.1,101.19999999999999,0.0,4.2,1.0,1.1
2018-10-01,2018,10,4,2,SC,Sul,Temer,421900.0,-0.5890669180018904,90.2,7.8,21.0,22.3,24.7,37.3,7.6,74.1,11.0,4.1,7.04,0.205,0.0,36.5,0.0,31.1,67.6,0.0,3.3,1.3,1.0
2018-11-01,2018,11,4,2,SC,Sul,Temer,428900.0,-0.3716608594657389,90.0,7.4,22.6,23.900000000000002,23.0,39.0,6.4,76.6,11.2,5.5,7.06,0.198,0.0,61.7,0.0,31.2,92.9,0.0,5.2,1.3,0.9
2018-12-01,2018,12,4,2,SC,Sul,Temer,409600.0,-3.419004951662341,89.3,6.9,22.4,23.7,23.8,38.2,7.6,76.2,10.7,4.4,7.18,0.1915,0.0,52.6,0.0,31.2,83.8,0.0,4.1,1.3,1.0
2019-01-01,2019,1,1,1,SC,Sul,Bolsonaro,395800.0,-6.936280272748652,86.4,5.4,19.9,20.599999999999998,31.2,28.8,5.1,70.4,10.3,4.0,7.09,0.17599999999999996,0.0,34.9,0.0,31.2,66.1,0.0,1.0,0.7,0.4
2019-02-01,2019,2,1,1,SC,Sul,Bolsonaro,386800.0,-10.130111524163565,85.8,5.9,20.2,20.7,31.3,28.7,6.7,68.7,11.6,6.3,7.13,0.189,0.0,29.9,0.0,31.2,61.099999999999994,0.0,2.3,0.5,0.6
2019-03-01,2019,3,1,1,SC,Sul,Bolsonaro,402100.0,-1.68704156479218,87.2,4.6,16.9,17.4,32.1,27.9,6.9,69.5,11.8,5.0,7.26,0.156,0.0,29.9,0.0,31.3,61.2,0.0,4.2,0.5,0.8
2019-04-01,2019,4,2,1,SC,Sul,Bolsonaro,405500.0,-2.0531400966183555,87.1,5.0,19.1,19.900000000000002,32.3,27.7,6.7,69.0,11.8,5.2,7.16,0.1645,0.0,43.6,0.0,31.3,74.9,0.0,3.7,0.8,0.5
2019-05-01,2019,5,2,1,SC,Sul,Bolsonaro,416500.0,1.1413307430791608,88.3,5.7,18.6,19.5,29.4,30.6,5.8,70.2,11.0,5.4,7.25,0.1725,0.0,38.5,0.0,31.3,69.8,0.0,1.1,0.9,0.6
2019-06-01,2019,6,2,1,SC,Sul,Bolsonaro,399600.0,-2.8682547399124902,87.3,4.5,18.3,19.0,30.4,29.6,5.8,71.7,12.2,4.8,7.13,0.1535,0.0,43.3,0.0,31.3,74.6,0.0,2.5,0.7,0.7
2019-07-01,2019,7,3,2,SC,Sul,Bolsonaro,416300.0,-3.5896248263084796,85.9,5.2,21.7,22.4,30.0,30.0,5.3,71.1,10.8,3.5,7.31,0.17449999999999996,0.0,41.1,0.0,31.4,72.5,0.0,3.5,0.7,0.7
2019-08-01,2019,8,3,2,SC,Sul,Bolsonaro,409000.0,0.22053418279832648,87.3,5.4,18.6,19.400000000000002,31.9,28.1,7.1,70.1,10.6,4.8,7.23,0.1715,0.0,34.2,0.0,31.4,65.6,0.0,2.5,0.8,0.4
2019-09-01,2019,9,3,2,SC,Sul,Bolsonaro,404200.0,-1.678423741182189,86.6,5.6,19.5,20.3,32.6,27.4,5.0,70.6,11.7,6.7,7.21,0.179,0.0,40.2,0.0,31.4,71.6,0.0,4.4,0.8,0.4
2019-10-01,2019,10,4,2,SC,Sul,Bolsonaro,398800.0,-5.475231097416444,88.1,5.4,20.5,21.2,32.1,27.9,5.9,70.9,11.3,5.8,7.07,0.16750000000000007,0.0,36.7,0.0,31.4,68.1,0.0,2.2,0.7,0.5
2019-11-01,2019,11,4,2,SC,Sul,Bolsonaro,404100.0,-5.782233620890653,87.7,5.2,17.6,18.3,29.8,30.2,6.4,70.6,11.3,3.6,7.2,0.1655,0.0,35.3,0.0,31.5,66.8,0.0,2.0,0.7,0.7
2019-12-01,2019,12,4,2,SC,Sul,Bolsonaro,388200.0,-5.224609375,87.0,5.5,19.9,20.7,33.2,26.8,7.2,68.5,10.7,4.4,7.42,0.175,0.0,45.0,0.0,31.5,76.5,0.0,3.8,0.8,0.5
2020-01-01,2020,1,1,1,SC,Sul,Bolsonaro,429100.0,8.413340070742791,87.6,5.6,18.4,19.2,33.1,26.9,5.6,71.3,10.5,5.8,7.16,0.17400000000000004,0.0,40.7,0.0,31.5,72.2,0.0,2.4,0.8,0.6
2020-02-01,2020,2,1,1,SC,Sul,Bolsonaro,419700.0,8.505687693898656,87.1,5.4,20.7,21.3,33.3,26.7,5.6,68.7,10.9,4.2,7.16,0.17250000000000001,0.0,53.7,0.0,31.6,85.30000000000001,0.0,4.1,0.6,0.7
2020-03-01,2020,3,1,1,SC,Sul,Bolsonaro,408900.0,1.6911216115394145,88.1,5.1,19.8,20.400000000000002,32.1,27.9,6.8,69.6,11.8,5.8,7.36,0.16150000000000003,0.0,35.3,0.0,31.6,66.9,0.0,3.7,0.6,0.5
2020-04-01,2020,4,2,1,SC,Sul,Bolsonaro,405600.0,0.02466091245376667,87.9,5.0,17.8,18.5,33.1,26.9,6.7,69.1,10.6,4.6,7.24,0.1605,0.0,39.8,0.0,31.6,71.4,0.0,3.3,0.7,0.7
2020-05-01,2020,5,2,1,SC,Sul,Bolsonaro,407200.0,-2.232893157262905,88.3,4.7,19.6,20.200000000000003,31.6,28.4,6.9,70.4,10.4,4.9,7.12,0.1525,0.0,41.0,0.0,31.6,72.6,0.0,2.7,0.6,0.5
2020-06-01,2020,6,2,1,SC,Sul,Bolsonaro,408900.0,2.327327327327322,86.3,5.2,20.2,20.7,31.8,28.2,7.4,69.1,10.1,6.0,7.18,0.17250000000000001,0.0,46.5,0.0,31.6,78.1,0.0,3.3,0.5,0.7
2020-07-01,2020,7,3,2,SC,Sul,Bolsonaro,396200.0,-4.82824885899592,86.9,5.4,21.1,21.8,32.5,27.5,6.6,71.4,10.8,4.9,7.3,0.17349999999999996,0.0,37.0,0.0,31.7,68.7,0.0,3.9,0.7,0.7
2020-08-01,2020,8,3,2,SC,Sul,Bolsonaro,416900.0,1.931540342298299,88.5,4.8,17.6,18.3,30.6,29.4,6.1,70.4,11.8,6.1,7.1,0.1535,0.0,26.7,0.0,31.7,58.4,0.0,2.5,0.7,0.6
2020-09-01,2020,9,3,2,SC,Sul,Bolsonaro,420500.0,4.032657100445314,85.6,5.8,20.4,21.099999999999998,29.1,30.9,6.6,70.1,11.3,4.2,7.23,0.188,0.0,37.6,0.0,31.7,69.3,0.0,1.1,0.7,0.6
2020-10-01,2020,10,4,2,SC,Sul,Bolsonaro,418000.0,4.81444332998997,87.5,5.5,18.5,19.3,30.6,29.4,7.1,69.5,11.1,4.7,7.24,0.1725,0.0,33.0,0.0,31.8,64.8,0.0,3.3,0.8,0.6
2020-11-01,2020,11,4,2,SC,Sul,Bolsonaro,418100.0,3.4644889878742813,87.5,4.8,19.6,20.200000000000003,32.5,27.5,5.3,71.3,11.5,4.8,7.27,0.1585,0.0,38.7,0.0,31.8,70.5,0.0,2.8,0.6,0.5
2020-12-01,2020,12,4,2,SC,Sul,Bolsonaro,420700.0,8.371973209685724,87.8,5.8,19.7,20.4,28.6,31.4,6.1,70.8,11.5,4.8,7.12,0.177,0.0,45.6,0.0,31.8,77.4,0.0,2.5,0.7,0.5
2021-01-01,2021,1,1,1,SC,Sul,Bolsonaro,411900.0,-4.00838965276159,88.7,5.4,20.2,20.9,29.9,30.1,5.7,71.8,11.5,8.9,7.23,0.1645,0.0,41.9,0.0,31.8,73.7,0.0,3.4,0.7,0.5
2021-02-01,2021,2,1,1,SC,Sul,Bolsonaro,442300.0,5.384798665713597,87.7,4.7,20.5,21.3,31.7,28.3,6.7,70.1,10.7,7.2,7.23,0.1555,0.0,32.3,0.0,31.9,64.19999999999999,0.0,3.8,0.8,0.6
2021-03-01,2021,3,1,1,SC,Sul,Bolsonaro,445600.0,8.975299584250429,88.2,5.2,18.9,19.599999999999998,31.3,28.7,6.0,70.5,10.6,10.6,7.21,0.163,0.0,44.1,0.0,31.9,76.0,0.0,4.2,0.7,0.5
2021-04-01,2021,4,2,1,SC,Sul,Bolsonaro,431500.0,6.385601577909261,88.3,4.6,20.6,21.400000000000002,32.8,27.2,5.9,69.7,10.8,9.2,7.32,0.1505,0.0,36.2,0.0,31.9,68.1,0.0,3.8,0.8,0.6
2021-05-01,2021,5,2,1,SC,Sul,Bolsonaro,448300.0,10.093320235756376,87.4,4.9,18.4,18.799999999999997,27.4,32.6,5.3,68.4,11.2,7.7,7.22,0.16099999999999995,0.0,32.7,0.0,31.9,64.6,0.0,2.5,0.4,0.7
2021-06-01,2021,6,2,1,SC,Sul,Bolsonaro,441300.0,7.923697725605283,87.9,5.7,19.3,19.8,30.6,29.4,6.6,71.3,11.1,9.3,7.41,0.1745,0.0,42.3,0.0,31.9,74.19999999999999,0.0,3.6,0.5,0.6
2021-07-01,2021,7,3,2,SC,Sul,Bolsonaro,454400.0,14.689550731953549,87.4,5.0,19.4,20.099999999999998,31.9,28.1,6.1,70.2,10.9,7.9,7.38,0.16299999999999995,0.0,35.7,0.0,32.0,67.7,0.0,2.2,0.7,0.5
2021-08-01,2021,8,3,2,SC,Sul,Bolsonaro,456000.0,9.378747901175345,87.3,5.5,20.7,21.5,29.4,30.6,6.9,69.9,10.8,8.4,7.22,0.1735,0.0,27.0,0.0,32.0,59.0,0.0,1.0,0.8,0.5
2021-09-01,2021,9,3,2,SC,Sul,Bolsonaro,436300.0,3.757431629013075,87.5,4.8,18.7,19.3,30.4,29.6,7.7,70.7,11.5,8.1,7.17,0.1585,0.0,46.2,0.0,32.0,78.2,0.0,4.8,0.6,0.5
2021-10-01,2021,10,4,2,SC,Sul,Bolsonaro,431200.0,3.157894736842115,85.5,4.9,19.7,20.3,31.8,28.2,6.6,69.7,11.2,9.5,7.18,0.1705,14.350000000000001,19.4,0.0,32.1,51.5,0.0,2.9,0.6,0.5
2021-11-01,2021,11,4,2,SC,Sul,Bolsonaro,456400.0,9.160487921549866,88.0,5.1,20.2,20.9,33.1,26.9,5.6,71.0,10.9,8.9,7.27,0.16199999999999998,0.0,33.4,0.0,32.1,65.5,0.0,3.0,0.7,0.5
2021-12-01,2021,12,4,2,SC,Sul,Bolsonaro,450800.0,7.154742096505817,87.4,5.3,21.2,21.7,34.3,25.7,6.1,72.0,11.0,7.9,7.37,0.16899999999999993,0.0,45.9,0.0,32.1,78.0,0.0,3.3,0.5,0.6
2022-01-01,2022,1,1,1,SC,Sul,Bolsonaro,549000.0,33.28477785870356,92.2,4.2,29.7,30.2,27.4,32.6,6.0,64.9,11.1,8.2,7.36,0.12299999999999998,0.0,46.7,0.0,22.5,69.2,25.2,3.4,0.5,0.5
2022-02-01,2022,2,1,1,SC,Sul,Bolsonaro,556800.0,25.88740673750849,91.5,4.6,32.3,32.9,37.1,22.9,7.5,63.9,10.3,8.1,7.44,0.13449999999999998,5.449999999999989,33.6,0.0,22.5,56.1,25.3,2.1,0.6,0.5
2022-03-01,2022,3,1,1,SC,Sul,Bolsonaro,560300.0,25.740574506283664,91.4,4.0,32.2,32.900000000000006,34.3,25.7,5.7,66.4,11.2,7.6,7.38,0.12299999999999998,21.6,28.5,0.0,22.5,51.0,25.5,3.4,0.7,0.5
2022-04-01,2022,4,2,1,SC,Sul,Bolsonaro,527300.0,22.201622247972196,91.1,4.3,32.0,32.8,30.2,29.8,5.5,62.4,11.1,7.7,7.43,0.13050000000000003,0.10000000000000142,35.5,0.0,22.5,58.0,25.7,1.8,0.8,0.5
2022-05-01,2022,5,2,1,SC,Sul,Bolsonaro,516800.0,15.279946464421146,92.1,4.3,30.3,31.0,30.3,29.7,4.7,66.0,10.6,7.6,7.54,0.12550000000000003,0.0,38.7,0.0,22.6,61.300000000000004,25.8,3.6,0.7,0.5
2022-06-01,2022,6,2,1,SC,Sul,Bolsonaro,539100.0,22.161794697484694,91.4,3.9,31.5,32.1,31.4,28.6,7.1,64.9,10.2,7.5,7.39,0.12099999999999998,0.0,41.0,0.0,22.6,63.6,26.0,3.6,0.6,0.6
2022-07-01,2022,7,3,2,SC,Sul,Bolsonaro,535800.0,17.9137323943662,89.9,4.9,31.1,31.900000000000002,34.3,25.7,6.1,64.0,11.1,7.4,7.37,0.1485,2.1999999999999957,34.0,0.0,22.6,56.6,26.2,3.0,0.8,0.7
2022-08-01,2022,8,3,2,SC,Sul,Bolsonaro,540500.0,18.53070175438596,91.7,4.4,29.5,30.1,32.9,27.1,5.3,65.3,10.7,7.1,7.47,0.1295,0.09999999999999432,35.5,0.0,22.6,58.1,26.3,4.4,0.6,0.5
2022-09-01,2022,9,3,2,SC,Sul,Bolsonaro,528000.0,21.017648407059355,92.0,3.9,30.2,31.0,32.5,27.5,6.4,64.2,11.4,6.7,7.52,0.11799999999999998,2.999999999999986,35.0,0.0,22.6,57.6,26.5,3.2,0.8,0.6
2022-10-01,2022,10,4,2,SC,Sul,Bolsonaro,552900.0,28.223562152133574,90.4,3.3,32.2,32.800000000000004,30.9,29.1,5.4,65.7,11.2,7.5,7.65,0.11399999999999999,0.0,43.8,0.0,22.6,66.4,26.7,2.8,0.6,0.7
2022-11-01,2022,11,4,2,SC,Sul,Bolsonaro,548000.0,20.07011393514462,93.5,3.9,31.0,31.7,34.6,25.4,4.9,63.9,11.0,7.8,7.42,0.11049999999999997,19.44999999999998,29.5,0.0,22.7,52.2,26.8,2.6,0.7,0.7
2022-12-01,2022,12,4,2,SC,Sul,Bolsonaro,526400.0,16.770186335403725,91.6,4.2,33.3,34.0,33.9,26.1,5.7,64.8,11.1,7.0,7.47,0.12600000000000006,0.0,40.4,0.0,22.7,63.099999999999994,27.0,2.0,0.7,0.6
2023-01-01,2023,1,1,1,SC,Sul,Lula,510700.0,-6.9763205828779595,95.0,3.4,34.5,35.3,35.6,24.4,9.9,65.0,12.5,8.0,7.32,0.09300000000000003,0.0,48.5,0.0,22.7,71.2,27.2,4.2,0.8,0.5
2023-02-01,2023,2,1,1,SC,Sul,Lula,526100.0,-5.513649425287359,97.0,2.9,35.6,36.4,32.1,27.9,10.7,66.2,12.1,7.6,7.28,0.07300000000000001,0.0,54.6,0.0,22.7,77.3,27.3,3.0,0.8,0.5
2023-03-01,2023,3,1,1,SC,Sul,Lula,529800.0,-5.443512404069251,95.4,3.1,32.6,33.2,35.2,24.8,10.2,66.3,12.1,6.9,7.28,0.08499999999999996,0.0,37.1,0.0,22.7,59.8,27.5,2.7,0.6,0.6
2023-04-01,2023,4,2,1,SC,Sul,Lula,508900.0,-3.489474682344018,97.0,3.3,34.6,35.300000000000004,37.5,22.5,9.9,63.8,12.3,8.1,7.26,0.08100000000000002,0.0,49.0,0.0,22.7,71.7,27.7,4.8,0.7,0.4
2023-05-01,2023,5,2,1,SC,Sul,Lula,512500.0,-0.8320433436532548,97.0,2.9,32.2,32.800000000000004,30.7,29.3,9.0,64.4,12.0,8.1,7.31,0.07300000000000001,42.14999999999998,22.9,0.0,22.8,45.7,27.8,2.6,0.6,0.6
2023-06-01,2023,6,2,1,SC,Sul,Lula,505300.0,-6.269708773882399,97.0,3.8,33.5,34.3,31.3,28.7,9.9,65.0,12.0,7.3,7.37,0.09100000000000001,34.949999999999996,24.8,0.0,22.8,47.6,28.0,3.3,0.8,0.6
2023-07-01,2023,7,3,2,SC,Sul,Lula,503600.0,-6.009705113848451,95.6,3.6,33.3,34.099999999999994,34.9,25.1,8.6,63.7,11.7,8.9,7.39,0.09400000000000003,0.0,47.7,0.0,22.8,70.5,28.2,5.0,0.8,0.5
2023-08-01,2023,8,3,2,SC,Sul,Lula,527100.0,-2.4791859389454163,96.1,3.0,33.0,33.7,32.0,28.0,8.5,63.6,12.0,7.2,7.33,0.07950000000000002,28.399999999999984,27.3,0.0,22.8,50.1,28.3,2.5,0.7,0.6
2023-09-01,2023,9,3,2,SC,Sul,Lula,521400.0,-1.2499999999999956,96.7,3.9,32.6,33.5,36.8,23.2,9.4,65.6,11.5,6.9,7.09,0.09449999999999996,60.80000000000002,15.6,0.0,22.8,38.4,28.5,1.6,0.9,0.6
2023-10-01,2023,10,4,2,SC,Sul,Lula,527200.0,-4.6482184843552155,96.1,3.5,33.2,33.900000000000006,31.3,28.7,9.5,64.6,12.0,7.5,7.41,0.08950000000000002,4.400000000000006,35.0,0.0,22.9,57.9,28.7,1.5,0.7,0.6
2023-11-01,2023,11,4,2,SC,Sul,Lula,519700.0,-5.16423357664234,96.4,3.0,34.5,35.1,28.7,31.3,9.5,66.8,11.4,7.5,7.45,0.07799999999999996,8.450000000000003,34.1,0.0,22.9,57.0,28.8,4.9,0.6,0.6
2023-12-01,2023,12,4,2,SC,Sul,Lula,522800.0,-0.6838905775075954,96.5,3.4,34.7,35.300000000000004,31.3,28.7,9.1,62.8,12.4,8.2,7.39,0.08550000000000002,0.0,43.5,0.0,22.9,66.4,29.0,4.6,0.6,0.4
2024-01-01,2024,1,1,1,SC,Sul,Lula,525000.0,2.800078323869193,96.3,3.4,34.3,35.199999999999996,37.4,22.6,9.4,65.3,11.9,7.2,7.41,0.08650000000000002,0.0,41.1,0.0,22.9,64.0,29.2,3.9,0.9,0.5
2024-02-01,2024,2,1,1,SC,Sul,Lula,514200.0,-2.2619273902299897,95.8,3.4,34.9,35.6,28.9,31.1,8.1,64.0,11.7,7.3,7.44,0.08900000000000002,17.50000000000002,30.7,0.0,22.9,53.599999999999994,29.3,2.8,0.7,0.5
2024-03-01,2024,3,1,1,SC,Sul,Lula,525700.0,-0.7738769346923413,94.9,3.0,37.2,38.0,32.5,27.5,9.5,63.3,12.2,7.8,7.31,0.08549999999999996,8.800000000000011,33.5,0.0,22.9,56.4,29.5,1.1,0.8,0.7
2024-04-01,2024,4,2,1,SC,Sul,Lula,517600.0,1.7095696600510912,95.8,4.1,34.5,35.3,28.1,31.9,9.8,65.5,11.8,7.2,7.4,0.10300000000000001,63.59999999999999,14.7,0.0,23.0,37.7,29.7,3.0,0.8,0.7
2024-05-01,2024,5,2,1,SC,Sul,Lula,539800.0,5.326829268292688,96.0,3.3,32.7,33.300000000000004,31.8,28.2,9.3,63.1,12.0,7.4,7.51,0.08600000000000002,24.750000000000014,28.4,0.0,23.0,51.4,29.8,3.6,0.6,0.7
2024-06-01,2024,6,2,1,SC,Sul,Lula,502200.0,-0.6134969325153339,97.0,2.8,33.5,34.3,34.4,25.6,9.3,63.4,11.9,7.5,7.43,0.07100000000000001,29.749999999999993,27.1,0.0,23.0,50.1,30.0,2.4,0.8,0.4
2024-07-01,2024,7,3,2,SC,Sul,Lula,520700.0,3.3955520254169924,95.4,3.4,32.2,32.800000000000004,33.3,26.7,8.2,65.7,12.0,8.0,7.45,0.09099999999999997,41.95000000000002,22.4,0.0,23.0,45.4,30.2,2.5,0.6,0.6
2024-08-01,2024,8,3,2,SC,Sul,Lula,524900.0,-0.4173781066211357,95.9,2.9,33.9,34.5,32.0,28.0,10.0,64.9,11.3,7.1,7.58,0.07849999999999996,39.350000000000016,23.9,0.0,23.0,46.9,30.3,2.6,0.6,0.5
2024-09-01,2024,9,3,2,SC,Sul,Lula,515600.0,-1.1123897199846522,96.6,3.5,33.5,33.9,31.4,28.6,10.6,65.3,12.1,7.2,7.49,0.08700000000000002,44.35000000000002,21.8,0.0,23.0,44.8,30.5,3.3,0.4,0.6
